Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7690,Super Baseball Simulator 1.000,PC,1991,Sports,Culture Brain,0,0,0.2,0,0.2
7691,Barbie Horse Adventures: Riding Camp,Wii,2008,Sports,Activision,0.18,0,0,0.01,0.2
7692,Resident Evil: Revelations,Wii,2013,Action,Capcom,0.07,0.08,0.03,0.01,0.2
7693,Go Play: Lumberjacks,Wii,2009,Simulation,Majesco Entertainment,0.18,0,0,0.01,0.2
7694,Looney Tunes: Space Race,PC4,2002,Racing,Infogrames,0.1,0.08,0,0.03,0.2
7695,Puzzle Challenge: Crosswords and More!,PC4,2006,Puzzle,Crave Entertainment,0.18,0,0,0.01,0.2
7696,NASCAR Unleashed,Wii,2011,Racing,Activision,0.18,0,0,0.01,0.2
7697,Backyard Hockey,PC,2003,Sports,Atari,0.14,0.05,0,0,0.2
7698,Playboy: The Mansion,PC4,2005,Simulation,Ubisoft,0.1,0.08,0,0.03,0.2
7699,Jikkyou Powerful Pro Yakyuu 2010,PC4,2010,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
7700,Shiren the Wanderer,Wii,2008,Role-Playing,Sega,0.08,0,0.11,0.01,0.2
7701,Ore no Shikabane o Koete Yuke,PC4,2011,Role-Playing,Sony Computer Entertainment,0,0,0.2,0,0.2
7702,Shaman King: Spirit of Shamans,PC,2002,Action,Namco Bandai Games,0,0,0.18,0.01,0.2
7703,Tiger Woods PGA Tour 06,PC4,2005,Sports,Electronic Arts,0.18,0,0,0.01,0.2
7704,Conan,X360,2007,Action,THQ,0.16,0.02,0,0.02,0.2
7705,Ratatouille,PC,2007,Action,THQ,0.14,0.05,0,0,0.2
7706,The Fairly Odd Parents: Enter the Cleft,PC,2002,Platform,THQ,0.14,0.05,0,0,0.2
7707,Warriors Orochi,X360,2007,Action,Tecmo Koei,0.17,0.01,0,0.02,0.2
7708,MC Groovz Dance Craze,PC,2004,Misc,Mad Catz,0.15,0.04,0,0.01,0.2
7709,The Thing,X360,2002,Adventure,Vivendi Games,0.15,0.04,0,0.01,0.2
7710,Tom and Jerry in House Trap,PC,2000,Action,Ubisoft,0.11,0.07,0,0.01,0.2
7711,Power Rangers: Time Force,PC,2001,Action,THQ,0.14,0.05,0,0,0.2
7712,101-in-1 Explosive Megamix,Wii,2008,Puzzle,Nordcurrent,0.05,0.13,0,0.02,0.2
7713,X-Men Origins: Wolverine,Wii,2009,Action,Activision,0.15,0.03,0,0.02,0.2
7714,Jikkyou Powerful Pro Yakyuu 2011,PC4,2011,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
7715,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,Wii,2006,Misc,Shogakukan,0,0,0.2,0,0.2
7716,Baldur's Gate: Dark Alliance,X360,2002,Role-Playing,Virgin Interactive,0.15,0.04,0,0.01,0.2
7717,Family Guy,PC4,2006,Action,Take-Two Interactive,0.18,0,0,0.02,0.2
7718,Prince of Persia: Warrior Within,PC,2004,Action,Ubisoft,0.15,0.04,0,0.01,0.2
7719,UFC: Tapout,X360,2002,Fighting,Crave Entertainment,0.14,0.05,0,0.01,0.2
7720,Aikatsu! Cinderella Lesson,X360,2012,Role-Playing,Namco Bandai Games,0,0,0.2,0,0.2
7721,Marvel Super Hero Squad: Comic Combat,Wii,2011,Action,THQ,0.15,0.03,0,0.01,0.2
7722,Test Drive Unlimited 2,PC,N/A,Racing,Atari,0.05,0.11,0,0.03,0.2
7723,Mega Man Legacy Collection,X360,2016,Platform,Capcom,0.13,0,0.05,0.02,0.2
7724,Predator: Concrete Jungle,PC4,2005,Action,Vivendi Games,0.1,0.07,0,0.03,0.2
7725,Beyblade: Metal Fusion - Battle Fortress,Wii,2009,Action,Konami Digital Entertainment,0.15,0,0.03,0.01,0.2
7726,WipeOut 3 The Game,X360,2012,Action,Activision,0.18,0,0,0.01,0.2
7727,Big Mutha Truckers 2,PC4,2005,Racing,Xplosiv,0.1,0.07,0,0.03,0.2
7728,Shutter Island,PC,2009,Adventure,Merscom LLC,0,0.17,0,0.03,0.2
7729,The Naked Brothers Band: The Video Game,Wii,2008,Misc,THQ,0.18,0,0,0.01,0.2
7730,Demon Gaze,PC4,2013,Role-Playing,Nippon Ichi Software,0.06,0.03,0.08,0.02,0.2
7731,Zombie Army Trilogy,PC4,2015,Shooter,Rebellion Developments,0.04,0.12,0,0.03,0.2
7732,NHL FaceOff 2001,PC4,2001,Sports,Sony Computer Entertainment,0.1,0.07,0,0.02,0.2
7733,Mana Khemia 2: Fall of Alchemy,PC4,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2
7734,The Great Escape,PC4,2003,Action,SCi,0.1,0.07,0,0.02,0.2
7735,Dexter's Lab Chess Challenge,PC,2002,Misc,BAM! Entertainment,0.14,0.05,0,0,0.2
7736,Nostalgia,Wii,2008,Role-Playing,Tecmo Koei,0.16,0,0.02,0.01,0.19
7737,DiRT Showdown,PC4,2012,Racing,Codemasters,0.02,0.13,0,0.04,0.19
7738,Iron Chef America: Supreme Cuisine,Wii,2008,Simulation,Destineer,0.18,0,0,0.01,0.19
7739,Arcade Shooting Gallery,Wii,2008,Shooter,Zoo Games,0.18,0,0,0.01,0.19
7740,The Rise of the Argonauts,PC4,2008,Role-Playing,Codemasters,0.05,0.12,0,0.03,0.19
7741,Big Mutha Truckers,X360,2002,Racing,Empire Interactive,0.15,0.04,0,0.01,0.19
7742,ESA Foundation Compilation,PC4,2005,Misc,Sony Computer Entertainment,0.1,0.07,0,0.02,0.19
7743,The Hobbit,PC,2003,Platform,Vivendi Games,0.14,0.05,0,0,0.19
7744,The King of Fighters XI,PC4,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19
7745,Ninja Gaiden 3,Wii,2012,Action,Nintendo,0.15,0.03,0,0.02,0.19
7746,Metro: Last Light,PC,2013,Action,Deep Silver,0.06,0.11,0,0.02,0.19
7747,Dragon Ball Z: Idainaru Dragon Ball Densetsu,PC,1996,Fighting,Namco Bandai Games,0,0,0.18,0.01,0.19
7748,Silent Hill HD Collection,X360,2012,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19
7749,Bound By Flame,PC4,2014,Role-Playing,Focus Home Interactive,0.07,0.08,0,0.04,0.19
7750,Conflict: Denied Ops,X360,2008,Shooter,Eidos Interactive,0.08,0.09,0,0.02,0.19
7751,Saw II: Flesh & Blood,PC4,2010,Action,Konami Digital Entertainment,0.1,0.07,0,0.03,0.19
7752,Ice Age: Dawn of the Dinosaurs,PC4,2009,Action,Activision,0.13,0.04,0,0.02,0.19
7753,Sniper Elite,PC4,2005,Shooter,Ubisoft,0.1,0.07,0,0.02,0.19
7754,Arc Rise Fantasia,Wii,2009,Role-Playing,Marvelous Interactive,0.13,0,0.06,0.01,0.19
7755,"Ni Hao, Kai-lan: Super Game Day",Wii,2009,Misc,Take-Two Interactive,0.18,0,0,0.01,0.19
7756,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,Wii,2005,Action,Sega,0,0,0.19,0,0.19
7757,Dynasty Warriors: Gundam 2,X360,2008,Action,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19
7758,Petz Pony: Beauty Pageant,Wii,2009,Simulation,Ubisoft,0.18,0,0,0.01,0.19
7759,Parlor! Mini 4,PC,1996,Misc,Nippon Telenet,0,0,0.19,0,0.19
7760,Breath of Fire II,PC,2001,Role-Playing,Ubisoft,0.14,0.05,0,0,0.19
7761,The Spiderwick Chronicles,Wii,2008,Action,Vivendi Games,0.17,0.01,0,0.01,0.19
7762,Danganronpa 2: Goodbye Despair,PC4,2012,Misc,Spike,0,0,0.19,0,0.19
7763,Aliens vs Predator,PC,2010,Shooter,Sega,0,0.17,0,0.02,0.19
7764,Ice Age 2: The Meltdown,PC,2006,Platform,Vivendi Games,0.15,0.04,0,0.01,0.19
7765,Steins;Gate,PC4,2011,Adventure,Kadokawa Shoten,0,0,0.19,0,0.19
7766,Enchanted Arms,X360,2006,Role-Playing,Ubisoft,0.16,0.02,0,0.02,0.19
7767,Dinotopia: The Timestone Pirates,PC,2002,Action,TDK Core,0.14,0.05,0,0,0.19
7768,Power Pro Kun Pocket 12,Wii,2009,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19
7769,J-League Jikkyou Winning Eleven 3,PC,1997,Sports,Konami Digital Entertainment,0,0,0.18,0.01,0.19
7770,The Sims 4: Get Together,PC,2015,Simulation,Electronic Arts,0.05,0.13,0,0.01,0.19
7771,Jissen Pachi-Slot Hisshouhou,PC,1993,Misc,Sammy Corporation,0,0,0.19,0,0.19
7772,Pac-Man & Galaga Dimensions,X360,2011,Misc,Namco Bandai Games,0.1,0.04,0.04,0.01,0.19
7773,Quantum Theory,PC4,2010,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19
7774,Manhunt,X360,2004,Action,Take-Two Interactive,0.14,0.04,0,0.01,0.19
7775,NCAA Final Four 2003,PC4,2002,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
7776,Air Conflicts: Secret Wars,PC4,2011,Simulation,bitComposer Games,0.1,0.06,0,0.03,0.19
7777,Rio,Wii,2011,Misc,THQ,0.14,0.04,0,0.01,0.19
7778,Dream Salon,Wii,2009,Misc,Zoo Digital Publishing,0.18,0,0,0.01,0.19
7779,Scene It? Twilight,Wii,2010,Misc,Konami Digital Entertainment,0.11,0.07,0,0.02,0.19
7780,Disgaea DS,Wii,2008,Role-Playing,Square Enix,0.11,0.02,0.05,0.01,0.19
7781,Peter Jackson's King Kong: The Official Game of the Movie,PC4,2005,Action,Ubisoft,0.16,0.01,0,0.02,0.19
7782,Space Invaders Extreme 2,Wii,2009,Shooter,Square Enix,0.17,0.01,0,0.01,0.19
7783,X-Men Origins: Wolverine,PC4,2009,Action,Activision,0.13,0.03,0,0.03,0.19
7784,Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,X360,2015,Action,Capcom,0,0,0.19,0,0.19
7785,Mystery Tales of Time Travel,Wii,2010,Puzzle,Foreign Media Games,0.01,0.16,0,0.02,0.19
7786,J-League Excite Stage '96,PC,1996,Sports,Epoch,0,0,0.19,0,0.19
7787,Risen,X360,2009,Role-Playing,Deep Silver,0.07,0.11,0,0.01,0.19
7788,Hidden Mysteries: Vampire Secrets,Wii,2010,Adventure,Astragon,0.06,0.11,0,0.02,0.19
7789,New Love Plus,X360,2012,Simulation,Konami Digital Entertainment,0,0,0.19,0,0.19
7790,Final Fantasy XI,X360,2006,Role-Playing,Square Enix,0.17,0.01,0,0.01,0.19
7791,Breath of Fire: Dragon Quarter,PC4,2002,Role-Playing,Capcom,0.09,0.07,0,0.02,0.19
7792,Jikkyou J-League Perfect Striker,X360,1996,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19
7793,Dante's Inferno,PC4,2010,Action,Electronic Arts,0.12,0.03,0.01,0.03,0.19
7794,Shrek: Forever After,PC4,2010,Platform,Activision,0.16,0.02,0,0.02,0.19
7795,Rock Band Country Track Pack,PC4,2009,Misc,MTV Games,0.18,0,0,0.01,0.19
7796,Super Robot Taisen: Scramble Commander,PC4,2003,Strategy,Banpresto,0,0,0.19,0,0.19
7797,Re-Volt,PC,1998,Racing,Acclaim Entertainment,0.11,0.07,0,0.01,0.19
7798,Conception II: Children of the Seven Stars,PC4,2013,Role-Playing,Screenlife,0.13,0,0.04,0.02,0.19
7799,Descent,PC,1996,Shooter,Interplay,0.11,0.07,0,0.01,0.19
7800,Supreme Commander 2,PC,2010,Strategy,Square Enix,0,0.15,0,0.04,0.19
7801,DanceMasters,X360,2010,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.19
7802,50 Cent: Blood on the Sand,PC4,2009,Shooter,THQ,0.1,0.06,0.01,0.03,0.19
7803,Disney's Magical Mirror Starring Mickey Mouse,PC,2002,Adventure,Nintendo,0.15,0.04,0,0.01,0.19
7804,Need for Speed: The Run,X360,2011,Action,Electronic Arts,0.09,0.09,0,0.02,0.19
7805,Jeep Thrills,Wii,2008,Racing,Zoo Digital Publishing,0.18,0,0,0.01,0.19
7806,Conflict: Denied Ops,PC4,2008,Shooter,Eidos Interactive,0.05,0.1,0,0.03,0.19
7807,FaceBreaker,X360,2008,Fighting,Electronic Arts,0.15,0.02,0,0.02,0.19
7808,Major League Baseball 2K12,PC4,2012,Sports,Take-Two Interactive,0.18,0,0,0.01,0.19
7809,Might & Magic: Clash of Heroes,Wii,2009,Role-Playing,Ubisoft,0.16,0.02,0,0.01,0.19
7810,Avatar: The Last Airbender - Into the Inferno,Wii,2008,Adventure,THQ,0.17,0.01,0,0.01,0.19
7811,IHRA Professional Drag Racing 2005,PC4,2004,Racing,Bethesda Softworks,0.09,0.07,0,0.02,0.19
7812,Mace Griffin: Bounty Hunter,PC4,2003,Shooter,Electronic Arts,0.09,0.07,0,0.02,0.19
7813,Legacy of Kain: Defiance,X360,2003,Action,Eidos Interactive,0.14,0.04,0,0.01,0.19
7814,Story of Seasons: Good Friends of the Three Villages,X360,2016,Simulation,Marvelous Interactive,0,0,0.19,0,0.19
7815,Chaotic: Shadow Warriors,Wii,2009,Action,Activision,0.18,0,0,0.01,0.19
7816,Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai Games,0.14,0.03,0,0.01,0.19
7817,Trivial Pursuit unhinged,PC4,2004,Misc,Atari,0.09,0.07,0,0.02,0.19
7818,Tales of the World: Narikiri Dungeon 2,PC,2002,Role-Playing,Namco Bandai Games,0,0,0.19,0,0.19
7819,Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,0.17,0.01,0,0.01,0.19
7820,Aliens versus Predator: Extinction,PC4,2003,Strategy,Electronic Arts,0.09,0.07,0,0.02,0.19
7821,Plants vs. Zombies,PC4,2011,Strategy,PopCap Games,0.18,0,0,0.01,0.19
7822,NBA Live 14,X360,2013,Sports,Electronic Arts,0.16,0.02,0,0.01,0.19
7823,Silent Scope 2: Dark Silhouette,PC4,2001,Shooter,Konami Digital Entertainment,0.09,0.07,0,0.02,0.19
7824,Dave Mirra Freestyle BMX 2,PC,2001,Sports,Acclaim Entertainment,0.14,0.05,0,0,0.19
7825,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,PC,1996,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19
7826,Tokimeki Memorial Girl's Side 3rd Story,Wii,2010,Adventure,Konami Digital Entertainment,0,0,0.19,0,0.19
7827,NHL Hitz Pro,PC4,2003,Sports,Midway Games,0.09,0.07,0,0.02,0.19
7828,Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.04,0.13,0,0.03,0.19
7829,Allied General,PC,1996,Strategy,SSI,0.11,0.07,0,0.01,0.19
7830,Fire ProWrestling G,PC,1999,Fighting,Human Entertainment,0,0,0.18,0.01,0.19
7831,Kamen Rider: Battride War,PC4,2013,Action,Namco Bandai Games,0,0,0.19,0,0.19
7832,Binary Domain,X360,2012,Action,Sega,0.09,0.07,0.02,0.02,0.19
7833,IL-2 Sturmovik: Birds of Prey,PC4,2009,Simulation,505 Games,0.08,0.07,0,0.04,0.19
7834,Farming Simulator 2015,X360,2015,Simulation,Koch Media,0.1,0.07,0,0.02,0.19
7835,Armored Core: For Answer,PC4,2008,Simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19
7836,Mahjong: Journey Quest for Tikal,Wii,2008,Puzzle,Rondomedia,0.15,0.03,0,0.01,0.19
7837,uDraw Studio: Instant Artist,Wii,2011,Misc,THQ,0.08,0.09,0,0.02,0.19
7838,Naruto: Ninja Destiny,Wii,2006,Fighting,Namco Bandai Games,0.02,0.01,0.16,0,0.19
7839,GunGriffon,PC4,1995,Simulation,Sega,0,0,0.19,0,0.19
7840,SingStar Pop Vol.2,PC4,2008,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
7841,SNK Arcade Classics Vol. 1,PC4,2008,Misc,Ignition Entertainment,0.09,0.07,0,0.02,0.19
7842,Darkstalkers 3,PC,1998,Fighting,Capcom,0.11,0.07,0,0.01,0.19
7843,SpongeBob's Surf & Skate Roadtrip,X360,2011,Action,THQ,0.15,0.03,0,0.01,0.19
7844,Frequency,PC4,2001,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
7845,Death Jr.,PC4,2005,Platform,Konami Digital Entertainment,0.17,0,0,0.01,0.19
7846,Cars: Race-O-Rama,PC4,2009,Racing,THQ,0.14,0.03,0,0.02,0.19
7847,Inazuma Eleven Strikers 2012 Xtreme,Wii,2011,Role-Playing,Level 5,0,0,0.19,0,0.19
7848,The Polar Express,PC,2004,Adventure,THQ,0.14,0.05,0,0,0.19
7849,2002 FIFA World Cup,X360,2002,Sports,Electronic Arts,0.14,0.04,0,0.01,0.19
7850,Kan Colle Kai,PC4,2016,Action,Kadokawa Games,0,0,0.19,0,0.19
7851,SpongeBob SquigglePants 3D,X360,2011,Misc,THQ,0.13,0.05,0,0.02,0.19
7852,Jampack: Summer 2003 (RP-T),PC4,2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
7853,Need for Speed: Shift 2 Unleashed,PC,2011,Racing,Electronic Arts,0.05,0.11,0,0.03,0.19
7854,Monster 4x4: Stunt Racer,Wii,2009,Racing,Ubisoft,0.18,0,0,0.01,0.19
7855,Frogger's Adventures 2: The Lost Wand,PC,2002,Adventure,Konami Digital Entertainment,0.14,0.05,0,0,0.19
7856,Sudeki,X360,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0,0.01,0.19
7857,Rango: The Video Game,PC4,2011,Action,Electronic Arts,0.07,0.09,0,0.04,0.19
7858,The Amazing Spider-Man (Console Version),X360,2012,Action,Activision,0.15,0.03,0,0.01,0.19
7859,"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",PC4,2009,Adventure,Sony Computer Entertainment,0,0,0.19,0,0.19
7860,Hyperdevotion Noire: Goddess Black Heart,PC4,2014,Role-Playing,Idea Factory,0.08,0.02,0.06,0.03,0.19
7861,Hexen,X360,1996,Shooter,GT Interactive,0.15,0.04,0,0,0.19
7862,Mace: The Dark Age,X360,1997,Fighting,GT Interactive,0.15,0.04,0,0,0.19
7863,AeroFighters Assault,X360,1997,Action,Video System,0.15,0.04,0,0,0.19
7864,Puyo Puyo Sun 64,X360,1997,Puzzle,Compile,0,0,0.16,0.03,0.19
7865,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),X360,1996,Sports,Imagineer,0,0,0.19,0,0.19
7866,Quake,X360,1998,Shooter,GT Interactive,0.15,0.04,0,0,0.19
7867,Sesame Street: Elmo's Number Journey,X360,1999,Misc,NewKidCo,0.15,0.04,0,0,0.19
7868,Disney Magic World 2,X360,2015,Action,Nintendo,0,0,0.19,0,0.19
7869,Squeeballs Party,Wii,2009,Puzzle,Performance Designed Products,0.18,0,0,0.01,0.19
7870,Tottadoo! Yoiko no Mujintou Seikatsu,Wii,2008,Adventure,Namco Bandai Games,0,0,0.19,0,0.19
7871,Where's Waldo? The Fantastic Journey,Wii,2009,Adventure,Ubisoft,0.18,0,0,0.01,0.19
7872,Family Game Night 4: The Game Show,Wii,2011,Misc,Electronic Arts,0.13,0.04,0,0.01,0.19
7873,Teenage Mutant Ninja Turtles 2: Battle Nexus,PC,2004,Action,Konami Digital Entertainment,0.15,0.04,0,0.01,0.19
7874,Saints Row IV,PC,2013,Action,Deep Silver,0.11,0.06,0,0.02,0.19
7875,Fighter Within,X360,2013,Fighting,Ubisoft,0.11,0.07,0,0.02,0.19
7876,Barbie Horse Adventures: Riding Camp,PC4,2008,Sports,Activision,0.09,0.07,0,0.02,0.19
7877,SSX Tricky,PC,2002,Sports,Electronic Arts,0.14,0.05,0,0,0.19
7878,Kenka Banchou 4: Ichinen Sensou,PC4,2010,Action,Spike,0,0,0.19,0,0.19
7879,Warhammer: Shadow of the Horned Rat,PC,1996,Strategy,Mindscape,0.11,0.07,0,0.01,0.19
7880,Shadows of the Damned,X360,2011,Action,Electronic Arts,0.1,0.06,0.01,0.02,0.19
7881,NBA 2K11,PC,2010,Action,Take-Two Interactive,0.18,0,0,0.01,0.19
7882,Pro Yakyuu Team o Tsukurou!,Wii,2008,Sports,Sega,0,0,0.19,0,0.19
7883,Warriors: Legends of Troy,PC4,2011,Action,Tecmo Koei,0.06,0.05,0.07,0.02,0.19
7884,Jeopardy!,Wii,2010,Misc,THQ,0.18,0,0,0.01,0.19
7885,ESPN International Track & Field,PC4,2000,Sports,Konami Digital Entertainment,0.09,0.07,0,0.02,0.19
7886,Lunar Legend,PC,2002,Role-Playing,Media Rings,0.14,0.05,0,0,0.19
7887,Conflict: Global Terror,PC4,2005,Shooter,Eidos Interactive,0.09,0.07,0,0.02,0.19
7888,Valhalla Knights 3,PC4,2013,Role-Playing,Xseed Games,0.04,0.01,0.12,0.01,0.19
7889,Tamagotchi Party On!,Wii,2006,Misc,Namco Bandai Games,0.12,0,0.06,0.01,0.19
7890,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,PC4,2006,Misc,D3Publisher,0,0,0.19,0,0.19
7891,Brunswick Pro Bowling,PC4,2010,Sports,505 Games,0.1,0.06,0,0.03,0.19
7892,Shaun White Skateboarding,PC4,2010,Sports,Ubisoft,0.11,0.05,0,0.03,0.19
7893,Hulk,PC,2003,Action,Universal Interactive,0.15,0.04,0,0.01,0.19
7894,The Heavy Rain and Beyond: Two Souls Collection,PC4,2016,Action,Sony Computer Entertainment,0,0.16,0,0.03,0.19
7895,Cabela's Survival: Shadows of Katmai,PC4,2011,Sports,Activision,0.11,0.05,0,0.03,0.19
7896,Shaun White Skateboarding,Wii,2010,Sports,Ubisoft,0.14,0.03,0,0.01,0.19
7897,Boogie,PC4,2007,Misc,Electronic Arts,0.09,0.07,0,0.02,0.19
7898,Gungrave,PC4,2002,Shooter,Activision,0.09,0.07,0,0.02,0.19
7899,Phantasy Star Universe,PC4,2006,Role-Playing,Sega,0,0,0.19,0,0.19
7900,Transworld Surf,PC4,2002,Sports,Atari,0.09,0.07,0,0.02,0.19
7901,God Eater Resurrection,PC4,2015,Action,Namco Bandai Games,0,0,0.19,0,0.19
7902,Tenchu: Fatal Shadows,PC4,2004,Action,Sega,0.09,0.07,0,0.02,0.19
7903,Active Health with Carol Vorderman,Wii,2009,Sports,Nintendo,0,0.18,0,0.01,0.19
7904,Escape The Museum,Wii,2010,Adventure,Astragon,0.05,0.12,0,0.02,0.19
7905,The Legend of Spyro: A New Beginning,PC,2006,Platform,Vivendi Games,0.15,0.04,0,0.01,0.19
7906,International Soccer,X360,1981,Sports,Mattel Interactive,0.18,0.01,0,0,0.19
7907,Sing4: The Hits Edition,Wii,2011,Misc,Crave Entertainment,0.18,0,0,0.01,0.19
7908,Jewel Master: Cradle of Athena,Wii,2010,Puzzle,Storm City Games,0.18,0,0,0.01,0.19
7909,Princess Maker: Yumemiru Yosei,PC,1997,Strategy,Sony Computer Entertainment,0,0,0.18,0.01,0.19
7910,Pet Zombies,X360,N/A,Simulation,Majesco Entertainment,0.18,0,0,0.01,0.19
7911,Big Air,PC,1999,Sports,Accolade,0.1,0.07,0,0.01,0.19
7912,Shining Force II,PC,1993,Strategy,Sega,0,0,0.19,0,0.19
7913,Gallop Racer,PC,1999,Sports,Tecmo Koei,0,0,0.18,0.01,0.19
7914,Harry Potter and the Prisoner of Azkaban,X360,2004,Action,Electronic Arts,0.14,0.04,0,0.01,0.19
7915,NASCAR Unleashed,X360,2011,Racing,Activision,0.18,0,0,0.01,0.19
7916,3rd Super Robot Wars Z Jigoku Hen,PC4,2014,Role-Playing,Namco Bandai Games,0,0,0.19,0,0.19
7917,Sudoku Gridmaster (JP sales),Wii,2006,Puzzle,Nintendo,0,0,0.19,0,0.19
7918,Dynasty Warriors Gundam,X360,2007,Action,Namco Bandai Games,0.15,0.01,0.02,0.01,0.19
7919,Taiko no Tatsujin: Wii U Version!,Wii,2013,Misc,Namco Bandai Games,0,0,0.19,0,0.19
7920,Monsters vs. Aliens,PC4,2009,Action,Activision,0.11,0,0,0.08,0.19
7921,CSI: Fatal Conspiracy,PC4,2010,Adventure,Ubisoft,0.11,0.05,0,0.02,0.19
7922,College Slam,PC,1995,Sports,Acclaim Entertainment,0.1,0.07,0,0.01,0.19
7923,Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,0.09,0.08,0,0.02,0.19
7924,Mushroom Men: The Spore Wars,Wii,2008,Action,SouthPeak Games,0.17,0.01,0,0.01,0.19
7925,Zumba Fitness Rush,X360,2012,Sports,505 Games,0,0.16,0,0.02,0.19
7926,Pro Yaky? Spirits 4,PC4,2007,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19
7927,Pictionary,Wii,2010,Puzzle,THQ,0.1,0.07,0,0.02,0.19
7928,SoulCalibur Legends,Wii,2007,Action,Namco Bandai Games,0.16,0.01,0,0.01,0.19
7929,Daigasso! Band Brothers,Wii,2004,Misc,Nintendo,0,0,0.19,0,0.19
7930,Rise of the Kasai,PC4,2005,Action,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
7931,Thoroughbred Breeder,PC,1993,Simulation,Hect,0,0,0.19,0,0.19
7932,F1 2011,PC,2011,Racing,Codemasters,0,0.15,0,0.04,0.19
7933,Momotarou Dentetsu World,Wii,2010,Misc,Hudson Soft,0,0,0.19,0,0.19
7934,Nobunaga no Yabou: Souzou,PC4,2013,Strategy,Tecmo Koei,0,0,0.19,0,0.19
7935,Doctor Who: Return to Earth,Wii,2010,Adventure,Asylum Entertainment,0,0.16,0,0.02,0.19
7936,The Munchables,Wii,2009,Action,Namco Bandai Games,0.17,0,0,0.01,0.19
7937,We Dance,Wii,2011,Misc,Nordic Games,0,0.17,0,0.02,0.19
7938,Chibi-Robo! Park Patrol,Wii,2007,Adventure,Unknown,0,0,0.19,0,0.19
7939,Bolt,PC4,2008,Adventure,Disney Interactive Studios,0.12,0.05,0,0.02,0.19
7940,Singstar: Ultimate Party,PC4,2014,Misc,Sony Computer Entertainment Europe,0,0.16,0,0.03,0.19
7941,Mathews Bowhunting,Wii,2010,Sports,Zoo Games,0.18,0,0,0.01,0.19
7942,3rd Super Robot Wars Z: Tengoku-Hen,PC4,2015,Action,Namco Bandai Games,0,0,0.19,0,0.19
7943,One Piece: Unlimited Adventure,Wii,2007,Adventure,Namco Bandai Games,0.07,0,0.11,0.01,0.19
7944,Remington Super Slam Hunting: North America,Wii,2010,Sports,Mastiff,0.18,0,0,0.01,0.19
7945,Crash & Spyro Superpack,PC,2005,Platform,Vivendi Games,0.13,0.05,0,0,0.19
7946,Earth Defense Force: Insect Armageddon,X360,2011,Shooter,D3Publisher,0.1,0.05,0.03,0.01,0.19
7947,Face Training,Wii,2007,Misc,Nintendo,0,0,0.19,0,0.19
7948,Star Trek: Legacy,X360,N/A,Simulation,Ubisoft,0.14,0.03,0,0.02,0.19
7949,ThunderStrike 2,PC,1994,Simulation,Core Design Ltd.,0.1,0.07,0,0.01,0.19
7950,Disney's Meet the Robinsons,Wii,2007,Action,Disney Interactive Studios,0.17,0,0,0.01,0.19
7951,Call of Duty: World at War,PC,2008,Shooter,Activision,0.02,0.13,0,0.03,0.19
7952,Pro Yaky? Spirits 2012,PC4,2012,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19
7953,Kuma-Tomo,X360,2013,Misc,Namco Bandai Games,0,0,0.19,0,0.19
7954,Super Real Mahjong P V,PC4,1995,Misc,Seta Corporation,0,0,0.19,0,0.19
7955,Thomas the Tank Engine & Friends,PC,2004,Adventure,N/A,0.13,0.05,0,0,0.19
